Extension,File_Size,Entropy,Mime_Type,Is_Executable,Threat
iso,36880422,6.65,application/x-iso9660-image,0,Suspicious
rar,1009266,6.69,application/x-rar-compressed,0,Suspicious
gif,5508648,6.03,image/gif,0,Benign
apk,13286906,6.3,application/vnd.android.package-archive,1,Malware
png,5680176,4.38,image/png,0,Benign
pptm,22920902,6.36,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
pdf,3665003,4.66,application/pdf,0,Benign
gif,4061649,2.43,image/gif,0,Benign
pdf,277381,4.11,application/pdf,0,Benign
xlsm,67475708,5.15,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
csv,5049765,2.16,text/csv,0,Benign
bat,40759126,5.91,text/plain,1,Malware
txt,4213063,1.22,text/plain,0,Benign
zip,78482331,4.47,application/zip,0,Suspicious
scr,132893,6.23,application/x-dosexec,1,Malware
xlsm,77999923,5.33,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
apk,24299448,6.98,application/vnd.android.package-archive,1,Malware
pptm,38090929,4.74,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
zip,66844931,5.07,application/zip,0,Suspicious
pptx,3298149,2.63,application/vnd.ms-powerpoint,0,Benign
vbs,31108961,7.32,text/plain,1,Malware
zip,65521963,6.26,application/zip,0,Suspicious
bat,33749646,5.95,text/plain,1,Malware
xlsx,1523356,1.81,application/vnd.ms-excel.sheet,0,Benign
vbs,20839612,6.06,text/plain,1,Malware
rar,20465657,5.93,application/x-rar-compressed,0,Suspicious
apk,12514535,7.2,application/vnd.android.package-archive,1,Malware
exe,12693345,5.91,application/x-dosexec,1,Malware
csv,6973243,2.57,text/csv,0,Benign
exe,41298310,6.01,application/x-dosexec,1,Malware
png,3931118,4.81,image/png,0,Benign
docx,2946558,3.29,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
vbs,20080717,6.09,text/plain,1,Malware
rar,28490407,4.21,application/x-rar-compressed,0,Suspicious
pptm,44035748,6.44,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
txt,966669,3.3,text/plain,0,Benign
exe,4449026,5.97,application/x-dosexec,1,Malware
exe,21756113,7.49,application/x-dosexec,1,Malware
docm,48073636,7.13,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
apk,17806109,6.92,application/vnd.android.package-archive,1,Malware
js,23347930,7.68,application/javascript,1,Malware
gif,2310689,1.65,image/gif,0,Benign
rar,15937183,4.15,application/x-rar-compressed,0,Suspicious
exe,7149986,7.79,application/x-dosexec,1,Malware
rar,19073230,7.22,application/x-rar-compressed,0,Suspicious
exe,7126604,6.21,application/x-dosexec,1,Malware
dll,37297851,5.86,application/x-msdownload,1,Malware
vbs,43567253,7.94,text/plain,1,Malware
docm,31023258,6.09,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
zip,71029575,5.91,application/zip,0,Suspicious
zip,29133909,7.13,application/zip,0,Suspicious
jpg,1590389,4.07,image/jpeg,0,Benign
pdf,423925,2.78,application/pdf,0,Benign
xlsx,2519269,4.76,application/vnd.ms-excel.sheet,0,Benign
scr,12690091,5.51,application/x-dosexec,1,Malware
js,38407382,6.24,application/javascript,1,Malware
js,26235564,7.18,application/javascript,1,Malware
rar,31369875,6.75,application/x-rar-compressed,0,Suspicious
vbs,45665349,5.68,text/plain,1,Malware
exe,24708026,7.59,application/x-dosexec,1,Malware
jpg,7000423,2.11,image/jpeg,0,Benign
txt,6586174,3.19,text/plain,0,Benign
rar,13748026,6.52,application/x-rar-compressed,0,Suspicious
xlsm,27799487,5.66,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
pptm,52453998,4.51,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
exe,7107500,7.84,application/x-dosexec,1,Malware
apk,25231379,6.48,application/vnd.android.package-archive,1,Malware
png,6316449,3.64,image/png,0,Benign
exe,35747260,5.87,application/x-dosexec,1,Malware
xlsx,7982744,2.61,application/vnd.ms-excel.sheet,0,Benign
rar,12526924,4.04,application/x-rar-compressed,0,Suspicious
png,7377192,2.48,image/png,0,Benign
apk,38387442,6.34,application/vnd.android.package-archive,1,Malware
apk,47554680,6.81,application/vnd.android.package-archive,1,Malware
pdf,5835093,4.74,application/pdf,0,Benign
dll,31764428,6.46,application/x-msdownload,1,Malware
xlsx,2064813,2.49,application/vnd.ms-excel.sheet,0,Benign
zip,50698710,6.28,application/zip,0,Suspicious
scr,29720393,6.16,application/x-dosexec,1,Malware
pptx,2123071,1.32,application/vnd.ms-powerpoint,0,Benign
iso,11030443,3.95,application/x-iso9660-image,0,Suspicious
xlsm,64975529,6.54,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
jpg,5844810,1.46,image/jpeg,0,Benign
docx,4982578,2.54,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
docx,6792555,3.73,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
js,18504017,5.92,application/javascript,1,Malware
jar,15858439,6.08,application/java-archive,1,Malware
gif,2620681,3.7,image/gif,0,Benign
scr,34505242,6.12,application/x-dosexec,1,Malware
rar,4691359,5.32,application/x-rar-compressed,0,Suspicious
docx,4548981,2.52,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
docx,578378,2.98,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
pdf,3984228,1.95,application/pdf,0,Benign
jpg,579337,3.55,image/jpeg,0,Benign
pdf,1868332,4.78,application/pdf,0,Benign
dll,47176121,7.24,application/x-msdownload,1,Malware
7z,18444592,7.03,application/x-7z-compressed,0,Suspicious
scr,23982670,5.31,application/x-dosexec,1,Malware
zip,31011643,5,application/zip,0,Suspicious
7z,5239252,5.95,application/x-7z-compressed,0,Suspicious
txt,5832724,3.57,text/plain,0,Benign
scr,47724946,5.92,application/x-dosexec,1,Malware
xlsx,4025154,3.19,application/vnd.ms-excel.sheet,0,Benign
pdf,7585618,2.4,application/pdf,0,Benign
docm,41204655,5.44,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
gif,2631795,5.22,image/gif,0,Benign
zip,15356198,6.5,application/zip,0,Suspicious
zip,76928530,5.42,application/zip,0,Suspicious
scr,7903096,7.67,application/x-dosexec,1,Malware
docm,56062158,5.42,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
jpg,3414452,2.33,image/jpeg,0,Benign
xlsm,43207186,5.06,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
rar,46672282,3.86,application/x-rar-compressed,0,Suspicious
scr,13429147,6.12,application/x-dosexec,1,Malware
pptx,6995061,3.08,application/vnd.ms-powerpoint,0,Benign
7z,55223235,4.69,application/x-7z-compressed,0,Suspicious
pptx,7772684,4.27,application/vnd.ms-powerpoint,0,Benign
jar,12765155,6.62,application/java-archive,1,Malware
7z,855735,5.46,application/x-7z-compressed,0,Suspicious
bat,41420791,6.26,text/plain,1,Malware
pdf,6746595,2.58,application/pdf,0,Benign
rar,27516105,4.62,application/x-rar-compressed,0,Suspicious
pdf,7910624,3.84,application/pdf,0,Benign
7z,13102283,4.29,application/x-7z-compressed,0,Suspicious
bat,44406440,5.34,text/plain,1,Malware
scr,27287360,5.22,application/x-dosexec,1,Malware
gif,752200,3.24,image/gif,0,Benign
pptx,7516659,2.71,application/vnd.ms-powerpoint,0,Benign
docm,65136550,5.27,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
xlsm,59278805,5.8,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
js,5559190,5.82,application/javascript,1,Malware
zip,1465418,4.53,application/zip,0,Suspicious
txt,323967,2,text/plain,0,Benign
docm,67513314,7,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
pptx,2674983,3,application/vnd.ms-powerpoint,0,Benign
exe,28777565,6.81,application/x-dosexec,1,Malware
zip,20853490,4.6,application/zip,0,Suspicious
txt,5414102,3.28,text/plain,0,Benign
pptx,3264052,1.94,application/vnd.ms-powerpoint,0,Benign
ps1,29054335,7.13,text/plain,1,Malware
iso,51312901,6.32,application/x-iso9660-image,0,Suspicious
jpg,472705,3.5,image/jpeg,0,Benign
7z,46685957,4.6,application/x-7z-compressed,0,Suspicious
jpg,5668698,2.59,image/jpeg,0,Benign
xlsm,61980673,6.4,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
docx,3734379,3.61,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
exe,6906293,7.96,application/x-dosexec,1,Malware
csv,6055061,2.46,text/csv,0,Benign
7z,48894010,4.91,application/x-7z-compressed,0,Suspicious
xlsm,51020147,4.07,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
xlsx,6121390,3.33,application/vnd.ms-excel.sheet,0,Benign
xlsm,37820126,4.78,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
jpg,7456610,4.06,image/jpeg,0,Benign
csv,3609507,2.16,text/csv,0,Benign
vbs,38478777,7.55,text/plain,1,Malware
pdf,1015281,2.25,application/pdf,0,Benign
zip,24677066,4.31,application/zip,0,Suspicious
apk,17642584,7.71,application/vnd.android.package-archive,1,Malware
vbs,8859358,4.95,text/plain,1,Malware
xlsx,4112893,2.75,application/vnd.ms-excel.sheet,0,Benign
gif,922435,4.03,image/gif,0,Benign
csv,1007107,3.93,text/csv,0,Benign
xlsx,5616640,2.29,application/vnd.ms-excel.sheet,0,Benign
zip,39858537,5.17,application/zip,0,Suspicious
xlsx,4612439,4.46,application/vnd.ms-excel.sheet,0,Benign
csv,1064395,3.02,text/csv,0,Benign
pptx,3062177,1.51,application/vnd.ms-powerpoint,0,Benign
xlsx,6764449,4.62,application/vnd.ms-excel.sheet,0,Benign
bat,31389070,7.73,text/plain,1,Malware
zip,77100410,5.83,application/zip,0,Suspicious
csv,4988994,4.79,text/csv,0,Benign
docx,2843680,1.76,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
gif,7302675,3.21,image/gif,0,Benign
bat,22298161,7.08,text/plain,1,Malware
docm,53276458,4.54,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
exe,45828726,7.55,application/x-dosexec,1,Malware
jpg,1705015,2.39,image/jpeg,0,Benign
zip,9363583,4.9,application/zip,0,Suspicious
csv,5138810,5.77,text/csv,0,Benign
pdf,4931993,3.91,application/pdf,0,Benign
txt,7818733,2.39,text/plain,0,Benign
jpg,1575174,4.2,image/jpeg,0,Benign
jpg,5495143,1.67,image/jpeg,0,Benign
pptx,7197702,4.24,application/vnd.ms-powerpoint,0,Benign
apk,28120671,5.49,application/vnd.android.package-archive,1,Malware
js,3266390,4.87,application/javascript,1,Malware
exe,49529471,7.09,application/x-dosexec,1,Malware
scr,13541285,6.02,application/x-dosexec,1,Malware
txt,2872164,2.44,text/plain,0,Benign
png,321332,3.8,image/png,0,Benign
png,4436205,1.96,image/png,0,Benign
xlsm,76759973,5.68,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
pdf,7048358,1.9,application/pdf,0,Benign
docm,35225102,3.95,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
js,39738649,7.77,application/javascript,1,Malware
7z,34055374,7.12,application/x-7z-compressed,0,Suspicious
csv,7652329,2.78,text/csv,0,Benign
scr,1092029,7.13,application/x-dosexec,1,Malware
rar,60112014,4.83,application/x-rar-compressed,0,Suspicious
xlsm,22072357,6.89,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
jar,44755803,7.24,application/java-archive,1,Malware
exe,43371980,5.29,application/x-dosexec,1,Malware
dll,11700765,6.13,application/x-msdownload,1,Malware
gif,6288099,3.21,image/gif,0,Benign
pdf,6326581,4.57,application/pdf,0,Benign
vbs,8968517,7.87,text/plain,1,Malware
scr,22090327,7.33,application/x-dosexec,1,Malware
7z,3185428,6.39,application/x-7z-compressed,0,Suspicious
pptm,29683013,6.91,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
pptm,24128408,5.59,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
bat,5719382,4.97,text/plain,1,Malware
xlsm,29960597,6.95,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
csv,6850912,6.2,text/csv,0,Benign
gif,2760305,1.31,image/gif,0,Benign
xlsm,5614302,4.81,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
gif,3827478,4.68,image/gif,0,Benign
scr,30204079,7.51,application/x-dosexec,1,Malware
scr,38252134,6.02,application/x-dosexec,1,Malware
jpg,5551787,4.12,image/jpeg,0,Benign
xlsm,63249537,6.27,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
ps1,13275474,6.68,text/plain,1,Malware
txt,6521421,4.06,text/plain,0,Benign
zip,51554296,4.33,application/zip,0,Suspicious
pptm,55530396,5.48,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
xlsm,34147119,5.32,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
zip,8565036,6.78,application/zip,0,Suspicious
scr,19250268,7.79,application/x-dosexec,1,Malware
bat,30609697,6.69,text/plain,1,Malware
iso,56790441,4.93,application/x-iso9660-image,0,Suspicious
iso,72114404,7.27,application/x-iso9660-image,0,Suspicious
png,6557442,4.4,image/png,0,Benign
7z,71874296,5,application/x-7z-compressed,0,Suspicious
gif,776805,3.32,image/gif,0,Benign
zip,62380609,4.36,application/zip,0,Suspicious
pdf,4822508,6.18,application/pdf,0,Benign
js,24864047,6.47,application/javascript,1,Malware
js,2253186,6.43,application/javascript,1,Malware
dll,44147352,5.98,application/x-msdownload,1,Malware
exe,6650148,7.29,application/x-dosexec,1,Malware
jar,15643408,6.82,application/java-archive,1,Malware
docx,4286563,3.7,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
zip,15471866,7.22,application/zip,0,Suspicious
docm,21711900,5.44,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
gif,4279315,2.25,image/gif,0,Benign
png,2611009,3.11,image/png,0,Benign
vbs,29830319,5.18,text/plain,1,Malware
jpg,6241053,4.71,image/jpeg,0,Benign
docm,77642980,4.59,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
dll,34157294,5.53,application/x-msdownload,1,Malware
bat,31066340,7.16,text/plain,1,Malware
rar,44993498,6.66,application/x-rar-compressed,0,Suspicious
js,12147410,6.08,application/javascript,1,Malware
pptm,36719760,7.41,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
zip,51754677,6.07,application/zip,0,Suspicious
zip,10975269,6.12,application/zip,0,Suspicious
7z,75839223,5.6,application/x-7z-compressed,0,Suspicious
dll,37056083,7.01,application/x-msdownload,1,Malware
ps1,26496563,6.13,text/plain,1,Malware
js,19503483,4.94,application/javascript,1,Malware
pptx,4226988,4.49,application/vnd.ms-powerpoint,0,Benign
csv,2951801,4.29,text/csv,0,Benign
zip,52930955,6.43,application/zip,0,Suspicious
csv,4090000,2.17,text/csv,0,Benign
jar,44222841,7.74,application/java-archive,1,Malware
jpg,7967968,3.92,image/jpeg,0,Benign
docm,47517128,4.09,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
txt,2752655,3.41,text/plain,0,Benign
pptx,3237992,1.4,application/vnd.ms-powerpoint,0,Benign
dll,42706594,6,application/x-msdownload,1,Malware
pptx,1413930,2.75,application/vnd.ms-powerpoint,0,Benign
js,4184844,5.66,application/javascript,1,Malware
xlsx,5037167,2.56,application/vnd.ms-excel.sheet,0,Benign
rar,2956241,4.17,application/x-rar-compressed,0,Suspicious
gif,3471694,4.32,image/gif,0,Benign
csv,4994071,1.8,text/csv,0,Benign
xlsx,972935,3.99,application/vnd.ms-excel.sheet,0,Benign
iso,77364147,4.46,application/x-iso9660-image,0,Suspicious
csv,6809585,2.36,text/csv,0,Benign
xlsx,381127,4.06,application/vnd.ms-excel.sheet,0,Benign
exe,31640477,6.4,application/x-dosexec,1,Malware
js,38806096,6.95,application/javascript,1,Malware
js,10956489,7.89,application/javascript,1,Malware
zip,39554213,4.61,application/zip,0,Suspicious
iso,49756694,3.87,application/x-iso9660-image,0,Suspicious
xlsm,18044044,6.35,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
jar,1527636,6.62,application/java-archive,1,Malware
docm,30328829,7.17,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
xlsx,751445,2.59,application/vnd.ms-excel.sheet,0,Benign
pptm,55432622,7.49,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
jar,4762303,4.88,application/java-archive,1,Malware
js,46946953,6.61,application/javascript,1,Malware
scr,26416523,5.68,application/x-dosexec,1,Malware
zip,3506882,7.36,application/zip,0,Suspicious
exe,37148345,7.3,application/x-dosexec,1,Malware
pdf,4490232,1.78,application/pdf,0,Benign
apk,28373336,4.83,application/vnd.android.package-archive,1,Malware
iso,45093938,4.68,application/x-iso9660-image,0,Suspicious
gif,1037680,2.26,image/gif,0,Benign
rar,46397867,6.42,application/x-rar-compressed,0,Suspicious
ps1,9785090,5.89,text/plain,1,Malware
dll,42608921,5.81,application/x-msdownload,1,Malware
dll,33622655,5.3,application/x-msdownload,1,Malware
docx,4691239,4.59,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
apk,505685,7.23,application/vnd.android.package-archive,1,Malware
exe,17568395,5.87,application/x-dosexec,1,Malware
csv,4764184,2.64,text/csv,0,Benign
xlsx,1068897,3.29,application/vnd.ms-excel.sheet,0,Benign
7z,53230893,3.82,application/x-7z-compressed,0,Suspicious
pptm,69587693,6.37,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
zip,51711894,4.4,application/zip,0,Suspicious
docx,5281416,4.48,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
docm,59975768,5.68,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
iso,58322495,6.71,application/x-iso9660-image,0,Suspicious
docm,77354674,5.12,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
jpg,3518373,4.19,image/jpeg,0,Benign
pptm,43697552,7.43,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
docm,38020244,4.85,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
iso,12593082,3.81,application/x-iso9660-image,0,Suspicious
iso,71484611,7.13,application/x-iso9660-image,0,Suspicious
xlsm,20714546,5.31,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
bat,6021918,7.14,text/plain,1,Malware
dll,17406871,7.74,application/x-msdownload,1,Malware
rar,31031015,5.26,application/x-rar-compressed,0,Suspicious
gif,2608176,3.4,image/gif,0,Benign
xlsx,5423710,2.46,application/vnd.ms-excel.sheet,0,Benign
txt,2093982,1.44,text/plain,0,Benign
docx,7038634,4.75,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
jar,43773134,4.81,application/java-archive,1,Malware
jar,45297079,6.95,application/java-archive,1,Malware
jpg,2070003,3.35,image/jpeg,0,Benign
png,6849638,2.16,image/png,0,Benign
pptm,49641085,6.36,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
pdf,6655976,3.54,application/pdf,0,Benign
js,35973606,6.9,application/javascript,1,Malware
png,7214892,4.86,image/png,0,Benign
png,2773251,3.38,image/png,0,Benign
pptx,6355699,4.41,application/vnd.ms-powerpoint,0,Benign
pptx,7302944,4.92,application/vnd.ms-powerpoint,0,Benign
dll,37267590,6.94,application/x-msdownload,1,Malware
csv,5894354,2.42,text/csv,0,Benign
jpg,7217994,2.47,image/jpeg,0,Benign
txt,4162973,3.2,text/plain,0,Benign
docx,512970,2.11,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
png,5375927,3.03,image/png,0,Benign
pptx,5364818,4.3,application/vnd.ms-powerpoint,0,Benign
apk,39560461,7.64,application/vnd.android.package-archive,1,Malware
iso,67047295,6.7,application/x-iso9660-image,0,Suspicious
jpg,7562157,4.41,image/jpeg,0,Benign
gif,121166,2.21,image/gif,0,Benign
csv,5350241,3.58,text/csv,0,Benign
vbs,44655616,7.35,text/plain,1,Malware
iso,48971812,6.03,application/x-iso9660-image,0,Suspicious
dll,19077671,6.33,application/x-msdownload,1,Malware
